0.77;0.2;1;5
0.81;-0.53;-0.23;6
-0.04;-0.19;0.65;4
0.94;-0.71;0.97;9
-0.2;-0.87;-0.89;9
0.46;0.75;0.58;8
-0.67;-0.6;0.08;1
-0.77;0.42;0.99;10
-0.68;0.71;0.49;3
0.24;0.31;0.67;3
-0.11;0.82;0.65;5
0.5;0.88;-0.38;2
-0.88;0.11;0.94;1
-0.98;0.39;-0.26;7
0.84;0.83;0.24;7
0.4;0.07;-0.76;3
-0.06;-0.42;0.28;9
0.83;0.16;-0.86;1
0.17;-0.31;0.03;4
0.47;0.58;0.85;10
0.07;0.03;0.76;3
-0.76;-0.98;0.01;8
-0.42;-0.95;0.59;6
-0.96;0.48;0.9;1
0.39;-0.97;-0.12;6
-0.2;0.35;0.93;9
-0.56;0.09;-0.21;4
0.24;-0.75;-0.35;1
0.47;0.53;-0.57;10
0.01;0.8;-0.32;5
0.62;-0.48;0.91;1
0.81;0.49;-0.25;2
0.69;0.23;0.68;8
0.69;-0.01;0.78;10
0.68;-0.25;0.36;6
-0.93;0.1;0.53;9
-0.05;-0.48;0.37;1
0.65;0.26;-0.29;10
0.6;-0.5;-0.32;1
-0.02;-0.55;0.21;5
0.73;0.26;0.43;10
-0.02;-0.03;0.7;10
-0.95;0.31;-0.28;4
0.89;-0.21;-0.08;1
-0.55;-0.06;0.2;1
0.29;0.11;0;7
0.96;-0.04;0.35;9
0.65;-0.56;-0.86;1
-0.94;-0.63;1;3
0.75;-0.75;-1;7
-0.43;0.88;0.2;6
-1;0.71;-0.62;1
0.09;0.38;0.69;2
0.35;0.03;0.79;7
-0.41;0.82;-0.79;8
0.95;-0.17;0.46;8
-1;0.84;0.39;1
0.35;-0.88;-0.68;8
-0.86;0.51;-0.86;4
0.41;-0.39;-0.09;9
0.93;-0.17;-0.12;8
-0.18;-0.03;-0.2;7
-0.68;0.7;0.5;7
-0.95;-0.24;-0.9;4
0.91;1;-0.99;8
-0.74;-0.29;0.22;6
-0.83;0.91;-0.05;8
-0.35;0.15;-0.34;4
0.09;-0.11;0.53;7
0.87;0.98;-1;6
-0.87;0.33;-0.45;5
0.5;0.82;0.88;5
0.3;0.27;-0.47;8
0.87;-0.78;0.12;9
-0.79;-0.76;-0.95;9
-0.62;0.06;0.46;4
-0.48;-0.47;-0.32;5
-0.73;0.1;0.14;9
-0.28;0.85;0.12;8
-0.01;-0.09;0.24;10
-0.02;-0.75;-0.73;1
-0.23;-0.05;-0.96;5
-0.81;0.41;-0.71;10
0.42;-0.31;0.4;4
0.89;0.54;0.29;2
-0.28;0.8;-0.56;4
-0.28;0.04;-0.05;5
-0.77;0.48;-0.86;5
0.46;-0.39;-0.51;1
-0.04;0.78;-0.31;5
0.57;0.21;0.31;3
0.42;-0.69;-0.24;8
-0.11;0.31;0.41;5
0.87;-0.64;-0.27;3
0.07;-0.51;-0.53;1
0.3;-0.77;-0.79;10
-0.66;0.78;-0.48;3
-0.24;-0.56;-0.31;3
0.66;0.06;0.61;9
0.22;0.43;-0.48;6
-0.61;-0.5;-0.84;2
-0.95;0.98;-0.64;2
-0.39;0.58;0.72;2
-0.99;0.76;0.41;8
0.39;-0.83;0.07;4
0.43;0.18;0.98;9
0.82;0.15;0.49;5
-0.21;0.78;0.88;3
-0.15;0.06;0.58;4
0.52;0.52;0.01;2
-0.34;-0.84;-0.26;2
-0.27;-0.99;0.62;6
0.21;0.12;-0.28;7
-0.75;0.39;0.41;3
-0.54;0.04;-0.21;3
0.04;0.62;-0.52;9
-0.13;-0.55;-0.32;10
0.32;-0.69;0.36;9
-0.98;-0.22;0.68;3
-0.72;-0.16;-0.66;2
-0.01;-0.02;0.55;7
-0.75;0.49;0.59;3
-0.47;-0.85;-0.59;5
-0.18;-0.57;0.77;2
0.65;-0.94;-0.17;5
0.9;0.7;-0.54;4
-0.18;0.24;-0.59;5
0.16;-0.06;-0.95;5
0.57;-0.93;-0.97;2
-0.5;-0.39;-0.64;6
0.13;0.95;-0.92;4
0.62;0.57;-0.67;5
0.91;0.87;0.85;10
0.53;-0.27;-0.4;2
-0.05;0.71;0.88;2
0.52;0.9;-0.02;3
1;-0.53;-0.51;2
0.73;-0.67;-0.27;9
0.69;-0.84;-0.2;6
0.3;-0.33;0.75;9
0.53;0.71;-0.63;7
-0.44;-0.57;0.59;9
0.44;-0.76;0.57;4
0.74;0.32;0.1;10
-0.23;0.19;-0.24;8
0.75;-0.26;0.06;8
0.7;-0.69;-0.38;9
0.1;-0.44;0;9
-0.73;-0.84;-0.96;9
-0.8;-0.12;-0.71;7
0.9;-0.51;0.81;2
0.66;-0.03;0.59;5
-0.35;0.01;0.67;5
0.42;0.16;1;6
-0.86;-0.7;-0.5;6
0.75;-0.5;-0.8;5
0.33;0.92;-0.99;2
-0.72;-0.22;0.62;9
-0.06;0.24;0.93;5
0.25;-0.23;-0.62;3
0.55;0.26;-0.04;1
-0.4;0.01;0.38;10
-0.94;-0.74;0.33;3
-0.76;0.05;-0.28;3
0.11;-0.75;0.54;6
0.85;-0.37;0.97;8
0.91;-0.91;-0.22;2
-0.34;-0.6;0.61;3
-0.65;-0.7;-0.31;2
0.12;-0.76;-0.48;9
-0.74;-0.69;-0.3;9
0.35;0.52;-0.04;8
0.06;0.75;0.2;3
0.95;-0.72;-0.06;7
-0.61;0.71;-0.92;8
0.86;0.18;0.8;10
-0.38;-0.76;0.73;8
0.32;0.33;-0.44;4
-0.26;-0.16;0.2;10
-0.11;-0.77;0.14;3
-0.75;-0.63;0.75;7
0.96;0.04;-0.53;5
-0.96;0.15;0.49;4
-0.9;-0.92;0.49;7
0.39;-0.09;-0.98;8
-0.49;-0.12;-0.54;7
-0.3;-0.16;-0.85;7
-0.34;-0.21;0.83;6
0.35;1;0.13;3
-0.08;-0.26;-0.7;8
0.34;0.89;0.13;3
0.85;0.1;-0.44;5
0.07;-0.44;-0.83;5
0.4;-0.4;-0.36;8
-0.06;-0.81;0.86;9
-0.07;0.23;0.04;10
0.22;0.04;-0.9;4
0.22;0.66;-0.43;5
-0.06;0;0.69;3
0.43;0.92;-0.88;2
-0.99;-0.48;0.74;6
-0.59;-0.57;0.7;8
0.66;0.88;-0.31;1
0.49;-0.71;-0.29;5
0.7;0.96;-0.94;7
-0.47;-0.05;0.67;4
0.23;-0.47;-0.82;6
-0.1;0.27;-0.08;5
-0.7;-0.04;-0.34;6
0.17;0.06;0.16;5
0.39;0.28;-0.63;2
0.85;-0.46;-0.1;7
-0.77;0.87;0.62;4
-0.54;0.55;-0.16;6
-0.21;0;-0.45;7
0.46;-0.62;-0.69;5
-0.21;0.11;0.9;7
-0.44;0.61;-0.91;1
-0.53;-0.51;0.72;3
-0.26;-0.06;-0.38;6
0.02;0.84;0.64;6
-0.86;-0.49;-0.33;4
-0.61;0.36;-0.46;2
1;-0.17;0.77;7
-0.19;0.53;0.01;4
-0.34;0.23;-0.48;8
0.73;-0.62;0.59;7
-0.06;-0.2;0.48;7
0.9;0.06;0.42;8
0.59;0.76;-0.13;7
0.86;-0.8;-0.52;3
-0.86;0.03;0.52;3
-0.47;0.58;0.23;6
0.28;-0.59;-0.43;8
-0.07;-0.5;-0.65;4
-0.42;-0.08;0.25;8
-0.01;-0.15;-0.48;1
0.61;-0.51;0.16;7
-0.3;0.2;-0.63;7
-0.38;-0.74;-0.51;10
-0.99;0.39;0.83;8
0.68;0.64;0.42;2
-0.01;-0.36;-0.84;9
-0.38;-0.2;-0.83;5
-0.95;-0.31;-0.03;7
-0.46;-0.45;0.85;2
-0.07;-0.68;0.57;7
0.68;-0.43;-0.05;8
0.95;0.29;0.81;3
-0.78;0.74;0.13;4
-0.8;0.36;-1;8
-0.44;0.63;-0.35;3
-0.86;-0.52;-0.21;3
0.14;-0.53;0.71;10
-0.73;-0.37;-0.87;9
-0.2;0.89;-0.36;7
-0.76;-0.49;0.46;6
-0.96;-0.46;1;10
-0.99;0.08;-1;8
-0.03;0.96;-0.26;8
0.87;-0.47;0.26;3
-0.23;-0.02;-0.85;6
-0.31;0.15;-0.06;6
-0.96;0.03;0.45;7
0.57;0.43;-0.41;1
0.95;0.7;-0.44;6
-0.28;0.37;0.65;4
0.79;-0.53;-0.21;10
-0.24;0.97;0.98;10
0.32;1;0.56;8
0.9;0.56;0.96;10
-0.59;0.05;-0.99;5
0.93;-0.52;-0.87;8
-0.2;-0.69;-0.44;5
0.04;-0.51;0.87;4
0.68;-0.1;0.88;4
-1;0.39;0.41;3
-0.05;-0.55;0.29;6
-0.88;-1;-0.76;10
0.65;0.64;-0.72;1
0.12;0.15;0.62;9
0.64;-0.68;0.69;8
0;0.35;0.82;9
0.41;-0.51;-0.34;7
-0.24;0.65;-0.51;3
-0.28;-0.13;-0.61;3
-0.55;-0.61;0.94;8
0.89;-0.39;-0.13;3
0.7;0.4;-0.38;3
0.44;-0.12;0.65;7
-0.1;-0.35;-0.31;10
-0.52;0.05;-0.64;5
-0.65;0.07;0.62;7
0.87;-0.68;0.23;3
0.14;0.89;-0.29;9
0.9;-0.58;-0.12;10
-0.99;-0.84;-0.07;7
0.07;-0.1;-0.61;1
0.13;-0.54;-0.18;9
0.55;-0.04;-0.83;9
0.66;0.65;-0.43;7
0.25;-0.79;-0.56;4
0.24;-0.53;0.72;10
0.97;0.4;0.99;8
0.5;-0.39;0.24;4
0.58;0.84;0.77;5
-0.17;0.54;0.63;4
0.97;0.72;-0.37;7
-0.68;-0.72;0.12;7
0.2;0.21;-0.1;7
-0.5;-0.94;-0.37;5
0.53;0.39;-0.68;8
0.77;-0.82;-0.61;7
-0.98;-0.53;0.01;2
-0.83;-0.49;0.7;6
0.52;1;0.99;7
0.39;-0.5;-0.6;4
-0.05;0.13;-0.39;2
0.2;0.94;-0.74;2
0.29;-0.43;0;2
-0.07;-0.26;-0.6;3
-0.51;-0.71;0.46;1
-0.72;0.77;-0.03;1
0.55;0.85;0.18;1
0.24;-0.51;-0.04;5
0.4;-0.63;-0.3;7
0.37;-1;0.55;6
0.42;0.81;0.64;4
0.63;0.47;0.82;10
0.23;-0.36;-0.42;5
0.5;-0.07;0.47;10
0.24;0.84;0.64;10
-0.07;0.95;-0.23;8
-0.78;0.26;0.3;10
-0.69;-0.56;0.11;10
-0.75;-0.02;-0.24;8
0.47;-0.98;-0.5;10
0.15;0.18;-0.49;7
-0.7;-0.01;0.93;1
0.12;0.48;-0.82;5
-0.3;-0.84;0.87;9
-0.33;0.94;-0.1;10
0.18;-0.47;-0.8;4
0.36;-0.15;0.41;8
-0.47;0.1;-0.99;4
-0.44;0.23;-0.56;10
0.33;0.4;-0.38;3
-0.91;0.41;0.57;1
-0.37;-0.57;-0.67;2
-0.5;-0.93;0.53;6
0.9;-0.81;-0.27;7
0.34;0.17;0.23;8
